schema_version,timestamp_ms,session_id,config_id,vesc_vin_V,vesc_battery_A,vesc_motor_A,vesc_duty,vesc_erpm,vesc_mosfet_C,vesc_motor_or_safety_ntc_C,pack1_C,pack2_C,pack3_C,pack4_C,pack5_C,pack6_C,enclosure_C,water_adc,water_alarm,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,amp_hours,watt_hours,fault_code,remote_ok,sd_ok,gps_lat,gps_lon,gps_speed_mps,gps_course_deg,gps_fix_quality,sim_state,sim_attempt_id,sim_outcome,scenario
1.0.0,0,2026-08-18-001,FOIL_003,50.344141,0.136201,0.168973,0.039090,61.730798,23.000000,22.600000,21.578376,21.645648,21.760589,21.780991,21.943880,21.987489,22.000000,3878.071389,False,-0.004475,-0.146927,0.740889,-2.296342,2.828167,-4.052599,0.000004,0.000190,0,True,True,40.552398,-105.162800,0.150628,30.045333,2,IDLE,-1,NONE,Ingress safety drill
1.0.0,100,2026-08-18-001,FOIL_003,50.344063,0.137931,0.184664,0.030625,-119.985766,22.999587,22.599833,21.606332,21.743231,21.742445,21.875613,21.902540,21.952874,21.999981,3864.761453,False,0.182305,-0.059690,0.911956,3.972478,2.170133,-4.887350,0.000008,0.000383,0,True,True,40.552402,-105.162796,0.128885,27.157826,2,IDLE,-1,NONE,Ingress safety drill
1.0.0,200,2026-08-18-001,FOIL_003,50.344189,0.134917,0.175701,0.051240,320.895161,22.999173,22.599666,21.669649,21.681105,21.837342,21.852816,21.949823,21.935341,21.999961,3869.298652,False,0.009416,-0.190455,1.116535,-0.771494,-1.711976,0.923835,0.000011,0.000572,0,True,True,40.552398,-105.162802,0.134890,27.276171,2,IDLE,-1,NONE,Ingress safety drill
1.0.0,300,2026-08-18-001,FOIL_003,50.343893,0.141737,0.191760,0.049618,1043.753732,22.998761,22.599499,21.664065,21.692148,21.715996,21.817058,21.935448,22.026373,21.999942,3878.925688,False,0.100159,-0.045210,0.973435,1.788591,2.323310,3.992118,0.000015,0.000770,0,True,True,40.552393,-105.162797,0.186715,27.716724,2,IDLE,-1,NONE,Ingress safety drill
1.0.0,400,2026-08-18-001,FOIL_003,50.344308,0.131990,0.167060,0.035689,401.390624,22.998347,22.599332,21.640111,21.674984,21.795871,21.842227,21.906023,21.936232,21.999922,3866.086550,False,-0.124324,0.020684,0.999130,7.565598,-2.525668,-1.005141,0.000019,0.000955,0,True,True,40.552401,-105.162802,0.000000,28.314757,2,IDLE,-1,NONE,Ingress safety drill
1.0.0,500,2026-08-18-001,FOIL_003,50.343956,0.140112,0.175641,0.039481,-34.151495,22.997935,22.599165,21.612477,21.668684,21.762010,21.858526,21.938189,21.995700,21.999903,3843.960340,False,-0.070862,0.114203,1.000620,1.285993,4.411582,-1.305879,0.000023,0.001151,0,True,True,40.552403,-105.162796,0.158572,26.759233,2,IDLE,-1,NONE,Ingress safety drill
1.0.0,600,2026-08-18-001,FOIL_003,50.344024,0.138436,0.179375,0.032068,-49.969398,22.997522,22.598999,21.696509,21.652065,21.748832,21.833191,21.954063,21.949509,21.999883,3849.522537,False,0.048370,0.048847,1.009096,-5.742968,-7.675791,5.255886,0.000027,0.001344,0,True,True,40.552399,-105.162796,0.000000,26.916629,2,IDLE,-1,NONE,Ingress safety drill
1.0.0,700,2026-08-18-001,FOIL_003,50.344049,0.137796,0.173133,0.047430,527.575162,22.997110,22.598832,21.628596,21.654944,21.806644,21.782326,21.989754,21.974221,21.999864,3841.876361,False,0.096313,-0.071990,1.044292,-9.062947,4.861998,1.463845,0.000031,0.001537,0,True,True,40.552401,-105.162801,0.006085,28.468310,2,IDLE,-1,NONE,Ingress safety drill
1.0.0,800,2026-08-18-001,FOIL_003,50.343566,0.148930,0.190353,0.039378,652.788747,22.996699,22.598666,21.666290,21.663997,21.750163,21.817334,21.891716,22.010152,21.999845,3894.473604,False,-0.106718,-0.012718,1.072298,2.117694,5.200254,0.295214,0.000035,0.001745,0,True,True,40.552397,-105.162797,0.135148,27.408788,2,IDLE,-1,NONE,Ingress safety drill
1.0.0,900,2026-08-18-001,FOIL_003,50.343986,0.139087,0.172012,0.029998,395.393313,22.996287,22.598499,21.639791,21.702550,21.766284,21.862159,21.904985,22.056701,21.999825,3878.557584,False,-0.107032,0.034142,1.132668,4.064708,3.257207,-1.434870,0.000039,0.001940,0,True,True,40.552394,-105.162799,0.036483,26.698350,2,IDLE,-1,NONE,Ingress safety drill
